method,variant,kind,keep_ratio,fixed_count,feature_zero_ratio,block_size,repeats,observed_keep_frac,mIoU,delta_mIoU,mAcc,allAcc,weak_mean_iou,delta_weak_mean_iou,picture_iou,delta_picture_iou,wall_iou,floor_iou,picture_to_wall,delta_picture_to_wall,score_space
concerto_linear_origin_severity,clean_voxel,clean,1.0,0,0.0,64,312,1.0,0.7695830671504098,0.0,0.868837280800235,0.9198595705774468,0.6643183065724481,0.0,0.42212685891373014,0.0,0.8737539322541668,0.9576298726983555,0.40270924432676747,0.0,retained
concerto_linear_origin_severity,random_keep0p8,random_drop,0.8,0,0.0,64,312,0.8000598802016332,0.7714684637982988,0.0018853966478890039,0.8681458001108421,0.920953622591707,0.6654982816565597,0.0011799750841116063,0.4160359598908907,-0.0060908990228394355,0.8744150689283389,0.9577544523120962,0.42273558362623875,0.020026339299471285,retained
concerto_linear_origin_severity,random_keep0p5,random_drop,0.5,0,0.0,64,312,0.5001579783856869,0.771292239244612,0.0017091720942021826,0.8635498283891154,0.9214186423051183,0.6621053110250416,-0.0022129955474065044,0.3948418658541814,-0.027284993059548734,0.8749322793040407,0.9569105799833091,0.4743769439216157,0.07166769959484826,retained
concerto_linear_origin_severity,random_keep0p2,random_drop,0.2,0,0.0,64,312,0.19989947511408573,0.7597327609276424,-0.009850306222767391,0.8476605802336966,0.9177784181890277,0.6431967193344521,-0.021121587237995954,0.35284204512996187,-0.06928481378376827,0.8693287090577532,0.9537538792364455,0.5481054476806904,0.1453962033539229,retained
concerto_linear_origin_severity,random_keep0p1,random_drop,0.1,0,0.0,64,312,0.1000647432385729,0.7347898009947259,-0.0347932661556839,0.8296831179993254,0.9087918630866577,0.6177098019788517,-0.046608504593596334,0.2883446139726954,-0.13378224494103474,0.8548919878425044,0.9478838754809372,0.579153605015674,0.17644436068890657,retained
concerto_linear_origin_severity,fixed_points_16000,fixed_count_drop,1.0,16000,0.0,64,312,0.19518424251761574,0.7565242079675036,-0.013058859182906168,0.8454161084715297,0.9166952454528219,0.6472550424609523,-0.017063264111495724,0.35460230603869286,-0.06752455287503728,0.8741882524196378,0.9525152866943096,0.5107717934480844,0.10806254912131696,retained
concerto_linear_origin_severity,fixed_points_8000,fixed_count_drop,1.0,8000,0.0,64,312,0.09759212125880787,0.6975604274778631,-0.07202263967254674,0.8029501573381189,0.8914913980546091,0.5844287010345407,-0.07988960553790736,0.24014444778814084,-0.1819824111255893,0.8426793418327339,0.9430257131179238,0.5862831858407079,0.18357394151394046,retained
concerto_linear_origin_severity,fixed_points_4000,fixed_count_drop,1.0,4000,0.0,64,312,0.048796060629403934,0.5676639925718464,-0.2019190745785634,0.702410848763204,0.8221465889866372,0.47174326932929533,-0.19257503724315272,0.14005763688760536,-0.2820692220261248,0.767166109403396,0.9107613032737345,0.6221298928493331,0.2194206485225656,retained
concerto_linear_origin_severity,structured_b64_keep0p8,structured_drop,0.8,0,0.0,64,312,0.8046464349787968,0.7697902238357291,0.00020715668531934295,0.8633651187046084,0.9188824595212484,0.6642211831609636,-9.712341148448989e-05,0.4246234143349748,0.0024965554212446617,0.8722201320250057,0.9566814373957664,0.4239312423261525,0.02122199799938501,retained
concerto_linear_origin_severity,structured_b64_keep0p5,structured_drop,0.5,0,0.0,64,312,0.5015896933917434,0.75668342592966,-0.012899641220749825,0.8524095477188492,0.9124880010434283,0.6608836922842921,-0.003434614288155946,0.3707843416950254,-0.05134251721870475,0.8642546051128895,0.9559582956157174,0.5138256826276217,0.11111643830085427,retained
concerto_linear_origin_severity,structured_b64_keep0p2,structured_drop,0.2,0,0.0,64,312,0.19931484213940656,0.7447512588702565,-0.0248318082801533,0.8440122203142341,0.907309717486667,0.647763476271536,-0.016554830300912093,0.44041480627970486,0.01828794736597472,0.8540593303209253,0.953402359706661,0.4346866406136923,0.03197739628692481,retained
concerto_linear_origin_severity,structured_b64_keep0p1,structured_drop,0.1,0,0.0,64,312,0.11081685497958041,0.6994121253275198,-0.07017094182288997,0.8063908047568733,0.9001593728074005,0.5838166178639453,-0.08050168870850272,0.3266496245406588,-0.09547723437307132,0.8507009667310705,0.9519047745690653,0.5291772028788173,0.12646795855204984,retained
concerto_linear_origin_severity,masked_model_keep0p5,masked_model_drop_raw,0.5,0,0.0,64,312,0.504664049104427,0.7810701845683912,0.011487117417981363,0.8704372793030049,0.924296603486407,0.6807776477567836,0.016459341184335563,0.4053297448087535,-0.01679711410497664,0.8839133738566378,0.9651100439486963,0.42396468036765467,0.0212554360408872,retained
concerto_linear_origin_severity,masked_model_keep0p2,masked_model_drop_raw,0.2,0,0.0,64,312,0.20309459201978247,0.7971834979000951,0.027600430749685323,0.8743213566385822,0.9387605115645796,0.6862563339204849,0.021938027348036848,0.45239766081871224,0.030270801904982103,0.9014615089245114,0.9745814234306758,0.44138982017677536,0.03868057585000789,retained
concerto_linear_origin_severity,masked_model_keep0p1,masked_model_drop_raw,0.1,0,0.0,64,312,0.09598953743578485,0.7640782970572837,-0.00550477009312611,0.8602417844618204,0.9201145406585081,0.6542740910329117,-0.010044215539536383,0.23944249975914372,-0.18268435915458642,0.8668474379119644,0.9819596494105317,0.637333862328903,0.23462461800213552,retained
concerto_linear_origin_severity,feature_zero1p0,feature_zero,1.0,0,1.0,64,312,1.0,0.039116418545901095,-0.7304666486045087,0.09188607732736948,0.19059126963597223,0.01030963165333621,-0.6540086749191119,0.0,-0.42212685891373014,0.015450872141000337,0.4526008427121048,0.008578382209384736,-0.39413086211738274,retained
concerto_linear_origin_severity,clean_voxel,clean,1.0,0,0.0,64,312,1.0,0.7695830671504098,0.0,0.868837280800235,0.9198595705774468,0.6643183065724481,0.0,0.42212685891373014,0.0,0.8737539322541668,0.9576298726983555,0.40270924432676747,0.0,full_nn
concerto_linear_origin_severity,random_keep0p8,random_drop,0.8,0,0.0,64,312,0.8000598802016332,0.7705369093030892,0.0009538421526793517,0.8676243855711265,0.9204070402752649,0.6644631420656207,0.00014483549317267919,0.4155629986991568,-0.006563860214573336,0.8734580427072146,0.9564495928073563,0.42307538010992096,0.020366135783153494,full_nn
concerto_linear_origin_severity,random_keep0p5,random_drop,0.5,0,0.0,64,312,0.5001579783856869,0.7681567516868316,-0.0014263154635781872,0.8615800728636701,0.9197019245026491,0.6586875413287112,-0.005630765243736846,0.392916329234086,-0.02921052967964416,0.8721639993087015,0.9529318514190321,0.4752811543039007,0.07257190997713325,full_nn
concerto_linear_origin_severity,random_keep0p2,random_drop,0.2,0,0.0,64,312,0.19989947511408573,0.7515763613924659,-0.01800670575794394,0.8421188332652066,0.9134830939546195,0.6334117182447727,-0.030906588327675344,0.3434742102142795,-0.07865264869945066,0.8621002058193216,0.9438693828855015,0.5595070940479534,0.15679784972118593,full_nn
concerto_linear_origin_severity,random_keep0p1,random_drop,0.1,0,0.0,64,312,0.1000647432385729,0.7209456824122278,-0.04863738473818202,0.8200129491986777,0.9010971678591309,0.602032020627152,-0.06228628594529606,0.271382199743338,-0.15074465917039215,0.8423467832792436,0.9304814668444249,0.5927775771920675,0.1900683328653,full_nn
concerto_linear_origin_severity,fixed_points_16000,fixed_count_drop,1.0,16000,0.0,64,312,0.19518424251761574,0.7263819304675306,-0.04320113668287917,0.8247851794709483,0.903828689270531,0.6086157098142496,-0.05570259675819844,0.2799495586380831,-0.14217730027564707,0.8502558391567749,0.9351545338638074,0.5907850924700124,0.18807584814324496,full_nn
concerto_linear_origin_severity,fixed_points_8000,fixed_count_drop,1.0,8000,0.0,64,312,0.09759212125880787,0.6314302028527,-0.1381528642977098,0.7539330378084245,0.8605580702545559,0.5055509337557926,-0.15876737281665543,0.16521338394557156,-0.2569134749681586,0.7969174482960066,0.909777724909906,0.6304876907235795,0.227778446396812,full_nn
concerto_linear_origin_severity,fixed_points_4000,fixed_count_drop,1.0,4000,0.0,64,312,0.048796060629403934,0.46753407462046026,-0.30204899252994954,0.6134734887460953,0.7609192939503201,0.36116188525838633,-0.30315642131406173,0.07976343286267826,-0.34236342605105186,0.6945311996779849,0.8416179725839683,0.6455048742327597,0.24279562990599224,full_nn
concerto_linear_origin_severity,structured_b64_keep0p8,structured_drop,0.8,0,0.0,64,312,0.8046464349787968,0.6997513161301584,-0.06983175102025141,0.813292382100868,0.885761519916046,0.5963143135704717,-0.06800399300197635,0.3758204901335417,-0.046306368780188456,0.8262019932392141,0.920566293589686,0.45856567844773405,0.05585643412096658,full_nn
concerto_linear_origin_severity,structured_b64_keep0p5,structured_drop,0.5,0,0.0,64,312,0.5015896933917434,0.5350229614053982,-0.23456010574501163,0.6658373929830138,0.8004443619204252,0.4306163378805232,-0.23370196869192483,0.2641682745876021,-0.15795858432612803,0.7080531048681589,0.823100768475329,0.570706462871585,0.16799721854481753,full_nn
concerto_linear_origin_severity,structured_b64_keep0p2,structured_drop,0.2,0,0.0,64,312,0.19931484213940656,0.3007941560101298,-0.46878891114028,0.4361557642368952,0.6150684843054356,0.20229431274026935,-0.46202399383217874,0.11827209851732279,-0.30385476039640735,0.5014476956783767,0.6124131071293792,0.6263489389015926,0.22363969457482513,full_nn
concerto_linear_origin_severity,structured_b64_keep0p1,structured_drop,0.1,0,0.0,64,312,0.11081685497958041,0.19664847901473897,-0.5729345881356709,0.30221355703441305,0.4959882932434326,0.12522421211607143,-0.5390940944563767,0.04112634731449245,-0.3810005115992377,0.383785460657406,0.49763934952568034,0.5306361241491823,0.1279268798224148,full_nn
concerto_linear_origin_severity,masked_model_keep0p5,masked_model_drop_raw,0.5,0,0.0,64,312,0.504664049104427,0.3760804649951898,-0.39350260215522,0.5445876700270214,0.6433736716723626,0.32088384507549284,-0.3434344614969552,0.2084710163346666,-0.21365584257906353,0.5665336094145464,0.5617060901899003,0.5350423235848678,0.13233307925810034,full_nn
concerto_linear_origin_severity,masked_model_keep0p2,masked_model_drop_raw,0.2,0,0.0,64,312,0.20309459201978247,0.1961250959556552,-0.5734579711947546,0.3156667720257153,0.4690766042594521,0.14429395548308352,-0.5200243510893645,0.08945771763291437,-0.33266914128081576,0.40472755148359846,0.4063479474410695,0.6299862264478945,0.227276982121127,full_nn
concerto_linear_origin_severity,masked_model_keep0p1,masked_model_drop_raw,0.1,0,0.0,64,312,0.09598953743578485,0.12491846925819869,-0.6446645978922111,0.2315213265017378,0.35518471718160316,0.08650729883494446,-0.5778110077375036,0.04444731540894495,-0.37767954350478516,0.30423077009195965,0.30927463447641834,0.4931399687086292,0.09043072438186173,full_nn
concerto_linear_origin_severity,feature_zero1p0,feature_zero,1.0,0,1.0,64,312,1.0,0.039116418545901095,-0.7304666486045087,0.09188607732736948,0.19059126963597223,0.01030963165333621,-0.6540086749191119,0.0,-0.42212685891373014,0.015450872141000337,0.4526008427121048,0.008578382209384736,-0.39413086211738274,full_nn
